"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "12.5 kV Losses", "0.415 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "12.5 kV Line Loss", "0.415 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "12.5 kV Load Loss", "0.415 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "12.5 kV No Load Loss", "0.415 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "12.5 kV Load Energy", "0.415 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
2652, 2176.58, 991.778, 7121.55, 7721.4, 2116.17, 893.126, 6901.37, 7383.14, 0, 0, 0, 0, 60.4667, 98.4408, 220.309, 360.467, 16.9962, 11.4998, 43.4705, 86.941, 180.461, 44.1222, 10.7491, 49.7176, 6.94457, 0.450454, 7.39503, 3.3541, 0, 0, 0, 0, 58.5342, 1.93245, 0, 0, 0, 0, 0, 8.81668, 1.93245, 0, 0, 0, 0, 0, 6.24704, 0, 0, 0, 0, 0, 0, 43.4705, 0, 0, 0, 0, 0, 0, 0, 2116.17, 0, 0, 0, 0, 0
2653, 2300.01, 1043.77, 7121.55, 7721.4, 2237.86, 942.128, 6901.37, 7383.14, 0, 0, 0, 0, 62.2299, 101.364, 220.309, 360.467, 18.8508, 14.6057, 43.3791, 86.7583, 180.461, 44.1222, 11.9496, 50.2804, 7.73927, 0.501296, 8.24057, 3.709, 0, 0, 0, 0, 60.1022, 2.12776, 0, 0, 0, 0, 0, 9.82181, 2.12776, 0, 0, 0, 0, 0, 6.90123, 0, 0, 0, 0, 0, 0, 43.3791, 0, 0, 0, 0, 0, 0, 0, 2237.86, 0, 0, 0, 0, 0
2654, 2328.45, 1055.64, 7121.55, 7721.4, 2265.78, 953.475, 6901.37, 7383.14, 0, 0, 0, 0, 62.6854, 102.095, 220.309, 360.467, 19.3273, 15.3788, 43.3582, 86.7163, 180.461, 44.1222, 12.2527, 50.4327, 7.93281, 0.515058, 8.44787, 3.80483, 0, 0, 0, 0, 60.4983, 2.1871, 0, 0, 0, 0, 0, 10.0656, 2.1871, 0, 0, 0, 0, 0, 7.07457, 0, 0, 0, 0, 0, 0, 43.3582, 0, 0, 0, 0, 0, 0, 0, 2265.78, 0, 0, 0, 0, 0
2655, 2527.44, 1139.2, 7121.55, 7721.4, 2461.72, 1031.46, 6901.37, 7383.14, 0, 0, 0, 0, 65.8433, 107.295, 220.309, 360.467, 22.6325, 20.8732, 43.2108, 86.4217, 180.461, 44.1222, 14.3756, 51.4677, 9.32735, 0.603962, 9.93131, 4.44429, 0, 0, 0, 0, 63.3003, 2.54305, 0, 0, 0, 0, 0, 11.8325, 2.54305, 0, 0, 0, 0, 0, 8.25688, 0, 0, 0, 0, 0, 0, 43.2108, 0, 0, 0, 0, 0, 0, 0, 2461.72, 0, 0, 0, 0, 0
2656, 2755.91, 1234.62, 7121.55, 7721.4, 2686.28, 1120.33, 6901.37, 7383.14, 0, 0, 0, 0, 69.78, 113.798, 220.309, 360.467, 26.7378, 27.7141, 43.0422, 86.0843, 180.461, 44.1222, 17.0143, 52.7657, 11.0655, 0.71535, 11.7808, 5.23346, 0, 0, 0, 0, 66.7962, 2.9838, 0, 0, 0, 0, 0, 14.0305, 2.9838, 0, 0, 0, 0, 0, 9.72354, 0, 0, 0, 0, 0, 0, 43.0422, 0, 0, 0, 0, 0, 0, 0, 2686.28, 0, 0, 0, 0, 0
2657, 2980.55, 1328.02, 7121.55, 7721.4, 2906.72, 1206.78, 6901.37, 7383.14, 0, 0, 0, 0, 73.9847, 120.766, 220.309, 360.467, 31.1079, 35.0123, 42.8767, 85.7535, 180.461, 44.1222, 19.8148, 54.1698, 12.9141, 0.833755, 13.7479, 6.06692, 0, 0, 0, 0, 70.534, 3.45069, 0, 0, 0, 0, 0, 16.3641, 3.45069, 0, 0, 0, 0, 0, 11.2931, 0, 0, 0, 0, 0, 0, 42.8767, 0, 0, 0, 0, 0, 0, 0, 2906.72, 0, 0, 0, 0, 0
2658, 3012.45, 1341.24, 7121.55, 7721.4, 2937.95, 1219.44, 6901.37, 7383.14, 0, 0, 0, 0, 74.5232, 121.737, 220.309, 360.467, 31.6692, 36.0291, 42.8539, 85.7078, 180.461, 44.1222, 20.1626, 54.3606, 13.1625, 0.849858, 14.0124, 6.15022, 0, 0, 0, 0, 71.0258, 3.4974, 0, 0, 0, 0, 0, 16.6652, 3.4974, 0, 0, 0, 0, 0, 11.5067, 0, 0, 0, 0, 0, 0, 42.8539, 0, 0, 0, 0, 0, 0, 0, 2937.95, 0, 0, 0, 0, 0
2659, 3044.63, 1354.6, 7121.55, 7721.4, 2969.5, 1231.75, 6901.37, 7383.14, 0, 0, 0, 0, 75.1527, 122.784, 220.309, 360.467, 32.3226, 37.1235, 42.8301, 85.6602, 180.461, 44.1222, 20.5836, 54.5691, 13.4412, 0.865437, 14.3067, 6.27687, 0, 0, 0, 0, 71.591, 3.56172, 0, 0, 0, 0, 0, 17.0218, 3.56172, 0, 0, 0, 0, 0, 11.739, 0, 0, 0, 0, 0, 0, 42.8301, 0, 0, 0, 0, 0, 0, 0, 2969.5, 0, 0, 0, 0, 0
2660, 2854.18, 1275.5, 7121.55, 7721.4, 2782.72, 1159.34, 6901.37, 7383.14, 0, 0, 0, 0, 71.3341, 116.567, 220.309, 360.467, 28.3631, 30.625, 42.971, 85.942, 180.461, 44.1222, 18.0551, 53.279, 11.8013, 0.759046, 12.5603, 5.49484, 0, 0, 0, 0, 68.2203, 3.1138, 0, 0, 0, 0, 0, 14.9413, 3.1138, 0, 0, 0, 0, 0, 10.308, 0, 0, 0, 0, 0, 0, 42.971, 0, 0, 0, 0, 0, 0, 0, 2782.72, 0, 0, 0, 0, 0
2661, 2759.62, 1236.18, 7121.55, 7721.4, 2690.02, 1122.73, 6901.37, 7383.14, 0, 0, 0, 0, 69.5407, 113.646, 220.309, 360.467, 26.4997, 27.5641, 43.041, 86.082, 180.461, 44.1222, 16.8617, 52.679, 11.0265, 0.709158, 11.7356, 5.12609, 0, 0, 0, 0, 66.6361, 2.90456, 0, 0, 0, 0, 0, 13.9572, 2.90456, 0, 0, 0, 0, 0, 9.63794, 0, 0, 0, 0, 0, 0, 43.041, 0, 0, 0, 0, 0, 0, 0, 2690.02, 0, 0, 0, 0, 0
2662, 2555.66, 1150.98, 7121.55, 7721.4, 2489.64, 1043.75, 6901.37, 7383.14, 0, 0, 0, 0, 65.8874, 107.683, 220.309, 360.467, 22.6955, 21.2994, 43.1919, 86.3838, 180.461, 44.1222, 14.4433, 51.4442, 9.45445, 0.6061, 10.0605, 4.38274, 0, 0, 0, 0, 63.4126, 2.47486, 0, 0, 0, 0, 0, 11.9684, 2.47486, 0, 0, 0, 0, 0, 8.25226, 0, 0, 0, 0, 0, 0, 43.1919, 0, 0, 0, 0, 0, 0, 0, 2489.64, 0, 0, 0, 0, 0
2663, 2388.06, 1080.75, 7121.55, 7721.4, 2324.82, 977.938, 6901.37, 7383.14, 0, 0, 0, 0, 63.1426, 103.184, 220.309, 360.467, 19.8265, 16.5523, 43.3161, 86.6322, 180.461, 44.1222, 12.6114, 50.5312, 8.25839, 0.530703, 8.7891, 3.82226, 0, 0, 0, 0, 60.9814, 2.16115, 0, 0, 0, 0, 0, 10.4502, 2.16115, 0, 0, 0, 0, 0, 7.21514, 0, 0, 0, 0, 0, 0, 43.3161, 0, 0, 0, 0, 0, 0, 0, 2324.82, 0, 0, 0, 0, 0
2664, 2132.49, 973.125, 7121.55, 7721.4, 2073.03, 876.803, 6901.37, 7383.14, 0, 0, 0, 0, 59.3101, 96.9103, 220.309, 360.467, 15.8046, 9.89941, 43.5055, 87.0109, 180.461, 44.1222, 10.058, 49.2521, 6.5936, 0.422573, 7.01617, 3.04181, 0, 0, 0, 0, 57.5969, 1.71323, 0, 0, 0, 0, 0, 8.34476, 1.71323, 0, 0, 0, 0, 0, 5.74666, 0, 0, 0, 0, 0, 0, 43.5055, 0, 0, 0, 0, 0, 0, 0, 2073.03, 0, 0, 0, 0, 0
2665, 1767.98, 818.584, 7121.55, 7721.4, 1713.09, 730.154, 6901.37, 7383.14, 0, 0, 0, 0, 54.6749, 89.3006, 220.309, 360.467, 10.8988, 1.74831, 43.7761, 87.5523, 180.461, 44.1222, 6.93621, 47.7387, 4.55084, 0.291674, 4.84251, 2.0937, 0, 0, 0, 0, 53.498, 1.17691, 0, 0, 0, 0, 0, 5.75929, 1.17691, 0, 0, 0, 0, 0, 3.96259, 0, 0, 0, 0, 0, 0, 43.7761, 0, 0, 0, 0, 0, 0, 0, 1713.09, 0, 0, 0, 0, 0
2666, 1567.79, 733.465, 7121.55, 7721.4, 1515.11, 648.151, 6901.37, 7383.14, 0, 0, 0, 0, 52.5527, 85.7983, 220.309, 360.467, 8.62785, -2.05134, 43.9248, 87.8496, 180.461, 44.1222, 5.48499, 47.0677, 3.59484, 0.231977, 3.82682, 1.65817, 0, 0, 0, 0, 51.6148, 0.937888, 0, 0, 0, 0, 0, 4.5471, 0.937888, 0, 0, 0, 0, 0, 3.14286, 0, 0, 0, 0, 0, 0, 43.9248, 0, 0, 0, 0, 0, 0, 0, 1515.11, 0, 0, 0, 0, 0
2667, 1413.64, 667.618, 7121.55, 7721.4, 1362.44, 584.585, 6901.37, 7383.14, 0, 0, 0, 0, 51.1092, 83.4126, 220.309, 360.467, 7.06983, -4.6661, 44.0394, 88.0787, 180.461, 44.1222, 4.48802, 46.6212, 2.93656, 0.18964, 3.1262, 1.36182, 0, 0, 0, 0, 50.3366, 0.772555, 0, 0, 0, 0, 0, 3.71546, 0.772555, 0, 0, 0, 0, 0, 2.58181, 0, 0, 0, 0, 0, 0, 44.0394, 0, 0, 0, 0, 0, 0, 0, 1362.44, 0, 0, 0, 0, 0
2668, 1348.83, 639.976, 7121.55, 7721.4, 1298.24, 557.645, 6901.37, 7383.14, 0, 0, 0, 0, 50.549, 82.489, 220.309, 360.467, 6.46147, -5.68618, 44.0876, 88.1752, 180.461, 44.1222, 4.09818, 46.4509, 2.67918, 0.173832, 2.85302, 1.24516, 0, 0, 0, 0, 49.839, 0.710066, 0, 0, 0, 0, 0, 3.38811, 0.710066, 0, 0, 0, 0, 0, 2.36329, 0, 0, 0, 0, 0, 0, 44.0876, 0, 0, 0, 0, 0, 0, 0, 1298.24, 0, 0, 0, 0, 0
2669, 1346.91, 639.242, 7121.55, 7721.4, 1296.37, 556.771, 6901.37, 7383.14, 0, 0, 0, 0, 50.5436, 82.4729, 220.309, 360.467, 6.45469, -5.70488, 44.0889, 88.1778, 180.461, 44.1222, 4.09224, 46.4513, 2.67304, 0.173909, 2.84695, 1.24529, 0, 0, 0, 0, 49.8312, 0.712397, 0, 0, 0, 0, 0, 3.37985, 0.712397, 0, 0, 0, 0, 0, 2.36245, 0, 0, 0, 0, 0, 0, 44.0889, 0, 0, 0, 0, 0, 0, 0, 1296.37, 0, 0, 0, 0, 0
2670, 1393.68, 659.34, 7121.55, 7721.4, 1342.71, 576.043, 6901.37, 7383.14, 0, 0, 0, 0, 50.9912, 83.1791, 220.309, 360.467, 6.93749, -4.92824, 44.0537, 88.1074, 180.461, 44.1222, 4.39442, 46.5968, 2.86336, 0.18608, 3.04944, 1.34497, 0, 0, 0, 0, 50.2205, 0.770639, 0, 0, 0, 0, 0, 3.62378, 0.770639, 0, 0, 0, 0, 0, 2.54307, 0, 0, 0, 0, 0, 0, 44.0537, 0, 0, 0, 0, 0, 0, 0, 1342.71, 0, 0, 0, 0, 0
2671, 1466.94, 690.699, 7121.55, 7721.4, 1415.27, 606.194, 6901.37, 7383.14, 0, 0, 0, 0, 51.7085, 84.3222, 220.309, 360.467, 7.70964, -3.67563, 43.9989, 87.9978, 180.461, 44.1222, 4.87963, 46.8289, 3.17166, 0.206547, 3.37821, 1.50142, 0, 0, 0, 0, 50.8448, 0.863696, 0, 0, 0, 0, 0, 4.01593, 0.863696, 0, 0, 0, 0, 0, 2.83002, 0, 0, 0, 0, 0, 0, 43.9989, 0, 0, 0, 0, 0, 0, 0, 1415.27, 0, 0, 0, 0, 0
2672, 1629.47, 760.142, 7121.55, 7721.4, 1576.13, 672.665, 6901.37, 7383.14, 0, 0, 0, 0, 53.4354, 87.08, 220.309, 360.467, 9.55804, -0.674718, 43.8774, 87.7547, 180.461, 44.1222, 6.03917, 47.3962, 3.91015, 0.254309, 4.16446, 1.87471, 0, 0, 0, 0, 52.3539, 1.08147, 0, 0, 0, 0, 0, 4.9577, 1.08147, 0, 0, 0, 0, 0, 3.51887, 0, 0, 0, 0, 0, 0, 43.8774, 0, 0, 0, 0, 0, 0, 0, 1576.13, 0, 0, 0, 0, 0
2673, 1885.78, 869.111, 7121.55, 7721.4, 1829.5, 776.558, 6901.37, 7383.14, 0, 0, 0, 0, 56.4373, 91.944, 220.309, 360.467, 12.7508, 4.57093, 43.6865, 87.3731, 180.461, 44.1222, 8.06731, 48.37, 5.22136, 0.339656, 5.56102, 2.50629, 0, 0, 0, 0, 54.9925, 1.4448, 0, 0, 0, 0, 0, 6.62251, 1.4448, 0, 0, 0, 0, 0, 4.68347, 0, 0, 0, 0, 0, 0, 43.6865, 0, 0, 0, 0, 0, 0, 0, 1829.5, 0, 0, 0, 0, 0
2674, 2130.51, 972.534, 7121.55, 7721.4, 2070.98, 874.728, 6901.37, 7383.14, 0, 0, 0, 0, 59.6821, 97.2393, 220.309, 360.467, 16.1772, 10.2296, 43.5049, 87.0097, 180.461, 44.1222, 10.2547, 49.4274, 6.64576, 0.431273, 7.07704, 3.17765, 0, 0, 0, 0, 57.8577, 1.82441, 0, 0, 0, 0, 0, 8.43027, 1.82441, 0, 0, 0, 0, 0, 5.92256, 0, 0, 0, 0, 0, 0, 43.5049, 0, 0, 0, 0, 0, 0, 0, 2070.98, 0, 0, 0, 0, 0
2675, 2224.89, 1012.17, 7121.55, 7721.4, 2163.89, 912.478, 6901.37, 7383.14, 0, 0, 0, 0, 61.0509, 99.4698, 220.309, 360.467, 17.6159, 12.5997, 43.435, 86.87, 180.461, 44.1222, 11.1721, 49.8788, 7.24191, 0.469709, 7.71162, 3.4605, 0, 0, 0, 0, 59.0658, 1.98513, 0, 0, 0, 0, 0, 9.18699, 1.98513, 0, 0, 0, 0, 0, 6.44381, 0, 0, 0, 0, 0, 0, 43.435, 0, 0, 0, 0, 0, 0, 0, 2163.89, 0, 0, 0, 0, 0
2676, 2232.11, 1015.14, 7121.55, 7721.4, 2170.97, 915.487, 6901.37, 7383.14, 0, 0, 0, 0, 61.1478, 99.6337, 220.309, 360.467, 17.718, 12.7741, 43.4298, 86.8596, 180.461, 44.1222, 11.2403, 49.9075, 7.28785, 0.473242, 7.76109, 3.4792, 0, 0, 0, 0, 59.151, 1.99682, 0, 0, 0, 0, 0, 9.24346, 1.99682, 0, 0, 0, 0, 0, 6.47774, 0, 0, 0, 0, 0, 0, 43.4298, 0, 0, 0, 0, 0, 0, 0, 2170.97, 0, 0, 0, 0, 0
2677, 2380.25, 1077.5, 7121.55, 7721.4, 2316.94, 973.838, 6901.37, 7383.14, 0, 0, 0, 0, 63.3991, 103.324, 220.309, 360.467, 20.0791, 16.6836, 43.32, 86.64, 180.461, 44.1222, 12.7531, 50.646, 8.27668, 0.53769, 8.81437, 3.9387, 0, 0, 0, 0, 61.1407, 2.25838, 0, 0, 0, 0, 0, 10.4947, 2.25838, 0, 0, 0, 0, 0, 7.32599, 0, 0, 0, 0, 0, 0, 43.32, 0, 0, 0, 0, 0, 0, 0, 2316.94, 0, 0, 0, 0, 0
2678, 2458.87, 1110.42, 7121.55, 7721.4, 2394.22, 1004.81, 6901.37, 7383.14, 0, 0, 0, 0, 64.7013, 105.429, 220.309, 360.467, 21.4397, 18.9058, 43.2617, 86.5234, 180.461, 44.1222, 13.6144, 51.087, 8.83153, 0.572464, 9.40399, 4.21037, 0, 0, 0, 0, 62.2898, 2.41157, 0, 0, 0, 0, 0, 11.2028, 2.41157, 0, 0, 0, 0, 0, 7.82531, 0, 0, 0, 0, 0, 0, 43.2617, 0, 0, 0, 0, 0, 0, 0, 2394.22, 0, 0, 0, 0, 0
2679, 2524.69, 1138, 7121.55, 7721.4, 2459.02, 1030.72, 6901.37, 7383.14, 0, 0, 0, 0, 65.7076, 107.132, 220.309, 360.467, 22.4944, 20.705, 43.2133, 86.4266, 180.461, 44.1222, 14.3039, 51.4038, 9.29695, 0.603036, 9.89998, 4.40388, 0, 0, 0, 0, 63.1896, 2.51805, 0, 0, 0, 0, 0, 11.7858, 2.51805, 0, 0, 0, 0, 0, 8.1905, 0, 0, 0, 0, 0, 0, 43.2133, 0, 0, 0, 0, 0, 0, 0, 2459.02, 0, 0, 0, 0, 0
2680, 2677.28, 1201.83, 7121.55, 7721.4, 2609.12, 1090.12, 6901.37, 7383.14, 0, 0, 0, 0, 68.258, 111.375, 220.309, 360.467, 25.1572, 25.1732, 43.1008, 86.2016, 180.461, 44.1222, 16.0149, 52.2431, 10.4317, 0.676506, 11.1082, 4.90674, 0, 0, 0, 0, 65.4582, 2.79985, 0, 0, 0, 0, 0, 13.2151, 2.79985, 0, 0, 0, 0, 0, 9.14231, 0, 0, 0, 0, 0, 0, 43.1008, 0, 0, 0, 0, 0, 0, 0, 2609.12, 0, 0, 0, 0, 0
2681, 2893.31, 1291.82, 7121.55, 7721.4, 2821.25, 1173.47, 6901.37, 7383.14, 0, 0, 0, 0, 72.2006, 117.898, 220.309, 360.467, 29.2591, 32.0147, 42.9416, 85.8831, 180.461, 44.1222, 18.6316, 53.569, 12.1557, 0.786203, 12.9419, 5.68967, 0, 0, 0, 0, 68.962, 3.2386, 0, 0, 0, 0, 0, 15.393, 3.2386, 0, 0, 0, 0, 0, 10.6274, 0, 0, 0, 0, 0, 0, 42.9416, 0, 0, 0, 0, 0, 0, 0, 2821.25, 0, 0, 0, 0, 0
2682, 2882.37, 1287.22, 7121.55, 7721.4, 2810.41, 1169.71, 6901.37, 7383.14, 0, 0, 0, 0, 71.9464, 117.533, 220.309, 360.467, 28.996, 31.632, 42.9504, 85.9008, 180.461, 44.1222, 18.4398, 53.5065, 12.0413, 0.780029, 12.8214, 5.61846, 0, 0, 0, 0, 68.7423, 3.20402, 0, 0, 0, 0, 0, 15.2358, 3.20402, 0, 0, 0, 0, 0, 10.5561, 0, 0, 0, 0, 0, 0, 42.9504, 0, 0, 0, 0, 0, 0, 0, 2810.41, 0, 0, 0, 0, 0
2683, 2909.86, 1298.69, 7121.55, 7721.4, 2837.44, 1180.26, 6901.37, 7383.14, 0, 0, 0, 0, 72.4374, 118.366, 220.309, 360.467, 29.5074, 32.5057, 42.93, 85.8601, 180.461, 44.1222, 18.7702, 53.6672, 12.2644, 0.79138, 13.0557, 5.7145, 0, 0, 0, 0, 69.1886, 3.24881, 0, 0, 0, 0, 0, 15.5214, 3.24881, 0, 0, 0, 0, 0, 10.7372, 0, 0, 0, 0, 0, 0, 42.93, 0, 0, 0, 0, 0, 0, 0, 2837.44, 0, 0, 0, 0, 0
2684, 2848.4, 1273.14, 7121.55, 7721.4, 2777.14, 1156.88, 6901.37, 7383.14, 0, 0, 0, 0, 71.2221, 116.391, 220.309, 360.467, 28.2466, 30.4404, 42.9754, 85.9508, 180.461, 44.1222, 17.9729, 53.2491, 11.7488, 0.756294, 12.5051, 5.4678, 0, 0, 0, 0, 68.1205, 3.10151, 0, 0, 0, 0, 0, 14.8714, 3.10151, 0, 0, 0, 0, 0, 10.2737, 0, 0, 0, 0, 0, 0, 42.9754, 0, 0, 0, 0, 0, 0, 0, 2777.14, 0, 0, 0, 0, 0
2685, 2782.07, 1245.54, 7121.55, 7721.4, 2712.08, 1131.35, 6901.37, 7383.14, 0, 0, 0, 0, 69.9523, 114.331, 220.309, 360.467, 26.9277, 28.2813, 43.0246, 86.0492, 180.461, 44.1222, 17.1257, 52.8266, 11.2002, 0.720319, 11.9206, 5.20517, 0, 0, 0, 0, 67.0013, 2.95106, 0, 0, 0, 0, 0, 14.1747, 2.95106, 0, 0, 0, 0, 0, 9.80201, 0, 0, 0, 0, 0, 0, 43.0246, 0, 0, 0, 0, 0, 0, 0, 2712.08, 0, 0, 0, 0, 0
2686, 2572.74, 1158.12, 7121.55, 7721.4, 2506.42, 1050.41, 6901.37, 7383.14, 0, 0, 0, 0, 66.1842, 108.171, 220.309, 360.467, 23.0048, 21.812, 43.1794, 86.3588, 180.461, 44.1222, 14.6337, 51.5505, 9.57844, 0.614835, 10.1933, 4.4404, 0, 0, 0, 0, 63.6732, 2.51097, 0, 0, 0, 0, 0, 12.1227, 2.51097, 0, 0, 0, 0, 0, 8.37111, 0, 0, 0, 0, 0, 0, 43.1794, 0, 0, 0, 0, 0, 0, 0, 2506.42, 0, 0, 0, 0, 0
2687, 2290.44, 1039.64, 7121.55, 7721.4, 2228.63, 939.573, 6901.37, 7383.14, 0, 0, 0, 0, 61.6304, 100.706, 220.309, 360.467, 18.2419, 13.9286, 43.3885, 86.777, 180.461, 44.1222, 11.6036, 50.0268, 7.60046, 0.48862, 8.08908, 3.51447, 0, 0, 0, 0, 59.6438, 1.98659, 0, 0, 0, 0, 0, 9.61696, 1.98659, 0, 0, 0, 0, 0, 6.63834, 0, 0, 0, 0, 0, 0, 43.3885, 0, 0, 0, 0, 0, 0, 0, 2228.63, 0, 0, 0, 0, 0
2688, 1998.21, 916.33, 7121.55, 7721.4, 1940.53, 823.079, 6901.37, 7383.14, 0, 0, 0, 0, 57.4955, 93.933, 220.309, 360.467, 13.8903, 6.72257, 43.6052, 87.2104, 180.461, 44.1222, 8.8374, 48.6581, 5.7954, 0.37212, 6.16752, 2.66988, 0, 0, 0, 0, 55.9905, 1.50498, 0, 0, 0, 0, 0, 7.33242, 1.50498, 0, 0, 0, 0, 0, 5.05286, 0, 0, 0, 0, 0, 0, 43.6052, 0, 0, 0, 0, 0, 0, 0, 1940.53, 0, 0, 0, 0, 0
2689, 1765.45, 817.657, 7121.55, 7721.4, 1710.68, 728.963, 6901.37, 7383.14, 0, 0, 0, 0, 54.6324, 89.2487, 220.309, 360.467, 10.8541, 1.69216, 43.7783, 87.5566, 180.461, 44.1222, 6.89948, 47.7329, 4.53057, 0.291285, 4.82185, 2.07763, 0, 0, 0, 0, 53.461, 1.17141, 0, 0, 0, 0, 0, 5.72807, 1.17141, 0, 0, 0, 0, 0, 3.95462, 0, 0, 0, 0, 0, 0, 43.7783, 0, 0, 0, 0, 0, 0, 0, 1710.68, 0, 0, 0, 0, 0
2690, 1554.93, 727.959, 7121.55, 7721.4, 1502.4, 642.894, 6901.37, 7383.14, 0, 0, 0, 0, 52.4068, 85.5753, 220.309, 360.467, 8.47203, -2.2942, 43.9347, 87.8695, 180.461, 44.1222, 5.38246, 47.0243, 3.53153, 0.228559, 3.76009, 1.62238, 0, 0, 0, 0, 51.4873, 0.91947, 0, 0, 0, 0, 0, 4.46299, 0.91947, 0, 0, 0, 0, 0, 3.08957, 0, 0, 0, 0, 0, 0, 43.9347, 0, 0, 0, 0, 0, 0, 0, 1502.4, 0, 0, 0, 0, 0
2691, 1389.94, 657.454, 7121.55, 7721.4, 1338.99, 574.826, 6901.37, 7383.14, 0, 0, 0, 0, 50.861, 83.034, 220.309, 360.467, 6.80352, -5.081, 44.0575, 88.115, 180.461, 44.1222, 4.31977, 46.5412, 2.83369, 0.183668, 3.01736, 1.30242, 0, 0, 0, 0, 50.1216, 0.739441, 0, 0, 0, 0, 0, 3.58033, 0.739441, 0, 0, 0, 0, 0, 2.48374, 0, 0, 0, 0, 0, 0, 44.0575, 0, 0, 0, 0, 0, 0, 0, 1338.99, 0, 0, 0, 0, 0
2692, 1337.52, 635.145, 7121.55, 7721.4, 1287.07, 552.965, 6901.37, 7383.14, 0, 0, 0, 0, 50.425, 82.3071, 220.309, 360.467, 6.32863, -5.88557, 44.0964, 88.1927, 180.461, 44.1222, 4.0145, 46.4105, 2.62993, 0.171251, 2.80118, 1.21332, 0, 0, 0, 0, 49.7323, 0.692652, 0, 0, 0, 0, 0, 3.32185, 0.692652, 0, 0, 0, 0, 0, 2.31413, 0, 0, 0, 0, 0, 0, 44.0964, 0, 0, 0, 0, 0, 0, 0, 1287.07, 0, 0, 0, 0, 0
2693, 1304.34, 620.938, 7121.55, 7721.4, 1254.17, 539.157, 6901.37, 7383.14, 0, 0, 0, 0, 50.1579, 81.8619, 220.309, 360.467, 6.03688, -6.38017, 44.121, 88.242, 180.461, 44.1222, 3.82727, 46.3306, 2.50495, 0.16347, 2.66842, 1.15885, 0, 0, 0, 0, 49.4944, 0.663558, 0, 0, 0, 0, 0, 3.16371, 0.663558, 0, 0, 0, 0, 0, 2.20961, 0, 0, 0, 0, 0, 0, 44.121, 0, 0, 0, 0, 0, 0, 0, 1254.17, 0, 0, 0, 0, 0
2694, 1361.34, 645.512, 7121.55, 7721.4, 1310.7, 562.686, 6901.37, 7383.14, 0, 0, 0, 0, 50.6732, 82.6819, 220.309, 360.467, 6.59516, -5.47419, 44.0781, 88.1561, 180.461, 44.1222, 4.18108, 46.4921, 2.73012, 0.177927, 2.90805, 1.27303, 0, 0, 0, 0, 49.9438, 0.729464, 0, 0, 0, 0, 0, 3.45162, 0.729464, 0, 0, 0, 0, 0, 2.41408, 0, 0, 0, 0, 0, 0, 44.0781, 0, 0, 0, 0, 0, 0, 0, 1310.7, 0, 0, 0, 0, 0
2695, 1407.84, 665.384, 7121.55, 7721.4, 1356.75, 581.883, 6901.37, 7383.14, 0, 0, 0, 0, 51.1136, 83.3828, 220.309, 360.467, 7.07019, -4.70396, 44.0434, 88.0868, 180.461, 44.1222, 4.47996, 46.6336, 2.91955, 0.191124, 3.11068, 1.36928, 0, 0, 0, 0, 50.3248, 0.78879, 0, 0, 0, 0, 0, 3.69117, 0.78879, 0, 0, 0, 0, 0, 2.59023, 0, 0, 0, 0, 0, 0, 44.0434, 0, 0, 0, 0, 0, 0, 0, 1356.75, 0, 0, 0, 0, 0
2696, 1615.87, 754.43, 7121.55, 7721.4, 1562.81, 667.187, 6901.37, 7383.14, 0, 0, 0, 0, 53.1805, 86.7351, 220.309, 360.467, 9.29249, -1.041, 43.888, 87.7761, 180.461, 44.1222, 5.8929, 47.2876, 3.83489, 0.250805, 4.0857, 1.8072, 0, 0, 0, 0, 52.1402, 1.04036, 0, 0, 0, 0, 0, 4.85254, 1.04036, 0, 0, 0, 0, 0, 3.39959, 0, 0, 0, 0, 0, 0, 43.888, 0, 0, 0, 0, 0, 0, 0, 1562.81, 0, 0, 0, 0, 0
2697, 1993.96, 915.048, 7121.55, 7721.4, 1936.53, 820.122, 6901.37, 7383.14, 0, 0, 0, 0, 57.6536, 94.0381, 220.309, 360.467, 14.0467, 6.82435, 43.6069, 87.2138, 180.461, 44.1222, 8.92497, 48.7286, 5.81059, 0.379525, 6.19012, 2.73485, 0, 0, 0, 0, 56.0836, 1.56995, 0, 0, 0, 0, 0, 7.35502, 1.56995, 0, 0, 0, 0, 0, 5.12173, 0, 0, 0, 0, 0, 0, 43.6069, 0, 0, 0, 0, 0, 0, 0, 1936.53, 0, 0, 0, 0, 0
